NULL;21;NU01100300;Comisión de Investigación;A101120100;Coordinación y/o Comisión de Investigación
NULL;21;NU01100400;Delegación de Curricula;A101040400;Dirección y/o Delegación de Curricula
NULL;21;NU01100401;Sección de Servicio Comunitario;A101100704;Coordinación y/o Sección de Servicio Comunitario del Estudiante
NULL;21;NU01110000;Biblioteca General;A101130208;Bibliotecas Centrales Áreas Interdisciplinarias
NULL;21;NU01120000;Delegación de Tecnología Educativa;A101130300;Dirección y/o Delegación de Tecnología Educativa
NULL;21;NU01130000;Delegación de Comunicación Corporativa;A101030200;Comunicación Corporativa 
NULL;21;NU01140000;Coordinación Administrativa;A101080100;Coordinación de Administración 
NULL;21;NU01140100;Delegación de Presupuesto;A101070200;Dirección y/o Delegación de Presupuesto
NULL;21;NU01140200;Delegación de Personal;A101060100;Dirección y/o Delegación de Personal
NULL;21;NU01140201;Departamento de Nómina;A101060200;Departamento de Nómina
NULL;21;NU01140300;Delegación de Finanzas;A101080200;Dirección y/o Delegación de Finanzas
NULL;21;NU01140301;Departamento de Contabilidad;A101080203;Departamento de Contabilidad
NULL;21;NU01140302;Librería Universitaria;A101130208;Bibliotecas Centrales Áreas Interdisciplinarias
NULL;21;NU01140400;Comedor Universitario;A101140400;Comedor Estudiantil
NULL;21;NU01140500;Coordinación de Servicios Generales;A101150200;Coordinación y/o Sección de Servicios Generales
NULL;21;NU01140600;Sección de Compras;A101080101;Sección de Compras
NULL;21;NU01150100;Instituto Oceanográfico - Dirección;A101120500;Instituto Oceanógrafico de Venezuela
NULL;21;NU01150200;Instituto Oceanográfico - Departamento de Biología Marina;A101100306;Departamento de Biología Marina
NULL;21;NU01150300;Instituto Oceanográfico - Departamento de Biología Pesquera;A101100307;Departamento de Biología Pesquera
NULL;21;NU01150400;Instituto Oceanográfico - Departamento de Oceanografía Fisica-Quimica;A101120500;Instituto Oceanógrafico de Venezuela
NULL;21;NU01150500;Instituto Oceanográfico - Biblioteca;A101130208;Bibliotecas Centrales Áreas Interdisciplinarias
NULL;21;NU01160100;Escuela de Ciencias - Dirección;A101100101;Dirección y Gestión Escuela de Areas de Ciencias Básicas
NULL;21;NU01160200;Escuela de Ciencias - Departamento de Química;A101100105;Departamento de Química
NULL;21;NU01160300;Escuela de Ciencias - Departamento de Física;A101100102;Departamento de Física
NULL;21;NU01160400;Escuela de Ciencias - Departamento de Biología;A101100104;Departamento de Biología
NULL;21;NU01160500;Escuela de Ciencias - Departamento de Biónalisis;A101100402;Departamento de Bioanálisis
NULL;21;NU01160600;Escuela de Ciencias - Departamento de Matemáticas;A101100103;Departamento de Matemáticas
NULL;21;NU01170100;Escuela de Ciencias Sociales - Dirección;A101100603;Gestion de la enseñanza en carreras . Ciencias Sociales
NULL;21;NU01170200;Escuela de Ciencias Sociales - Departamento de Sociología;A101100604;Departamento de Sociología
NULL;21;NU01170300;Escuela de Ciencias Sociales - Departamento de Trabajo Social;A101100605;Departamento de Trabajo Social
NULL;21;NU01180100;Escuela de Administración - Dirección;A101100602;Gestion de la enseñanza en carreras . Ciencias Administrativas
NULL;21;NU01180200;Escuela de Administración - Departamento de Administración;A101100607;Departamento de Administración Comercial
NULL;21;NU01180300;Escuela de Administración - Departamento de Contaduria;A101100608;Departamento de Contaduría Pública
NULL;21;NU01190100;Escuela de Humanidades y Educación - Dirección;A101100501;Dirección y Gestión Escuelas Área Ciencias de la Educación
NULL;21;NU01190200;Escuela de Humanidades y Educación - Departamento Curric. Y Adm. Educación;A101100502;Departamento de Educación Integral
NULL;21;NU01190300;Escuela de Humanidades y Educación - Departamento de Filosofía y Letras;A101100504;Departamento de Educación - Castellano y Literatura
NULL;21;NU01190400;Escuela de Humanidades y Educación - Departamento de Idiomas Modernos;A101100505;Departamento de Educación - Ingles
NULL;21;NU01190500;Escuela de Humanidades y Educación - Departamento Psicología e Inv. Educ.;A101100502;Departamento de Educación Integral
NULL;21;NU01190600;Escuela de Humanidades y Educación - Escuela Primaria Romulo Gallegos;A101100511;Escuela Don Romulo Gallegos
NULL;21;NU01200100;Unidad de Cursos Básicos - Dirección;A101100701;Unidad de Cursos Básicos - Dirección
NULL;21;NU01200200;Unidad de Cursos Básicos - Departamento de Ciencias;A101100702;Unidad de Cursos Básicos - Dpto. de Ciencias
NULL;21;NU01200300;Unidad de Cursos Básicos - Departamento Socio-Humanistico;A101100703;Unidad de Cursos Básicos - Dpto. de Sociohumanidades
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
